slot; time; display; program.state; capacity; hours; minutes; charger.voltage; charger.amperage; battery.fill; battery.voltage; charged.capacity; discharged.capacity; battery.resistor; charger.volume.pre3; charger.volume.pre2; charger.volume.pre1; charger.volume.pre0
2;1420805324;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1256;0;3557;1192;1262;1261;1259;1257
3;1420805324;'CHK';'Discharge';'1500-2200 mAh';0;2;0;652;0;1264;0;2867;1055;1270;1268;1267;1266
4;1420805324;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1263;0;2786;1190;1270;1268;1266;1264
1;1420805325;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3727;1256;1260;1259;1258;1257
2;1420805325;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3557;1254;1261;1259;1257;1256
3;1420805325;'CHK';'Discharge';'1500-2200 mAh';0;2;0;652;0;1263;0;2867;1263;1268;1267;1266;1264
4;1420805325;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2786;1261;1268;1266;1264;1263
1;1420805326;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3727;1257;1260;1259;1258;1257
2;1420805326;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3557;1256;1261;1259;1257;1256
3;1420805326;'CHK';'Discharge';'1500-2200 mAh';0;2;0;652;0;1263;0;2867;1264;1268;1267;1266;1264
4;1420805326;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2786;1263;1268;1266;1264;1263
1;1420805327;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3727;1104;1260;1259;1258;1257
2;1420805327;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3557;1192;1261;1259;1257;1256
3;1420805327;'CHK';'Discharge';'1500-2200 mAh';0;2;0;652;0;1263;0;2867;1057;1268;1267;1266;1264
4;1420805327;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2786;1190;1268;1266;1264;1263
1;1420805328;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3727;1104;1260;1259;1258;1257
2;1420805328;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3557;1192;1261;1259;1257;1256
3;1420805328;'CHK';'Discharge';'1500-2200 mAh';0;2;0;652;0;1263;0;2867;1057;1268;1267;1266;1264
4;1420805328;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2786;1190;1268;1266;1264;1263
1;1420805329;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3727;1104;1260;1259;1258;1257
2;1420805329;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3557;1191;1261;1259;1257;1256
3;1420805329;'CHK';'Discharge';'1500-2200 mAh';0;2;0;652;0;1263;0;2867;1057;1268;1267;1266;1264
4;1420805329;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2786;1190;1268;1266;1264;1263
1;1420805330;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3898;1104;1260;1259;1258;1257
2;1420805330;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3742;1191;1261;1259;1257;1256
3;1420805330;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1263;0;3031;1057;1268;1267;1266;1264
4;1420805330;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2971;1190;1268;1266;1264;1263
1;1420805331;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3898;1105;1260;1259;1258;1257
2;1420805331;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3742;1191;1261;1259;1257;1256
3;1420805331;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1263;0;3031;1058;1268;1267;1266;1264
4;1420805331;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2971;1189;1268;1266;1264;1263
1;1420805332;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3898;1106;1260;1259;1258;1257
2;1420805332;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3742;1191;1261;1259;1257;1256
3;1420805332;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1263;0;3031;1058;1268;1267;1266;1264
4;1420805332;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2971;1189;1268;1266;1264;1263
1;1420805333;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1256;0;3898;1106;1260;1259;1258;1257
2;1420805333;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1254;0;3742;1190;1261;1259;1257;1256
3;1420805333;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1263;0;3031;1058;1268;1267;1266;1264
4;1420805333;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1261;0;2971;1188;1268;1266;1264;1263
1;1420805334;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;3898;1254;1259;1258;1257;1256
2;1420805334;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1253;0;3742;1253;1259;1257;1256;1254
3;1420805334;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3031;1261;1267;1266;1264;1263
4;1420805334;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1260;0;2971;1260;1266;1264;1263;1261
1;1420805335;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;3898;1256;1259;1258;1257;1256
2;1420805335;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3742;1255;1259;1257;1256;1254
3;1420805335;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3031;1263;1267;1266;1264;1263
4;1420805335;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1260;0;2971;1261;1266;1264;1263;1261
1;1420805336;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;3898;1104;1259;1258;1257;1256
2;1420805336;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3742;1191;1259;1257;1256;1254
3;1420805336;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3031;1060;1267;1266;1264;1263
4;1420805336;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1260;0;2971;1188;1266;1264;1263;1261
1;1420805337;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;3898;1105;1259;1258;1257;1256
2;1420805337;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3742;1191;1259;1257;1256;1254
3;1420805337;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3031;1060;1267;1266;1264;1263
4;1420805337;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1260;0;2971;1187;1266;1264;1263;1261
1;1420805338;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;3898;1105;1259;1258;1257;1256
2;1420805338;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3742;1190;1259;1257;1256;1254
3;1420805338;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3031;1060;1267;1266;1264;1263
4;1420805338;'CHK';'Discharge';'1500-2200 mAh';0;2;0;740;0;1260;0;2971;1186;1266;1264;1263;1261
1;1420805339;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;4069;1105;1259;1258;1257;1256
2;1420805339;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3927;1190;1259;1257;1256;1254
3;1420805339;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3195;1060;1267;1266;1264;1263
4;1420805339;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1260;0;3155;1186;1266;1264;1263;1261
1;1420805340;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;4069;1105;1259;1258;1257;1256
2;1420805340;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3927;1190;1259;1257;1256;1254
3;1420805340;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3195;1060;1267;1266;1264;1263
4;1420805340;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1260;0;3155;1185;1266;1264;1263;1261
1;1420805341;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;4069;1103;1259;1258;1257;1256
2;1420805341;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3927;1190;1259;1257;1256;1254
3;1420805341;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3195;1060;1267;1266;1264;1263
4;1420805341;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1260;0;3155;1184;1266;1264;1263;1261
1;1420805342;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1254;0;4069;1102;1259;1258;1257;1256
2;1420805342;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1253;0;3927;1189;1259;1257;1256;1254
3;1420805342;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1261;0;3195;1061;1267;1266;1264;1263
4;1420805342;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1260;0;3155;1184;1266;1264;1263;1261
1;1420805343;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4069;1253;1258;1257;1256;1254
2;1420805343;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;3927;1252;1257;1256;1254;1253
3;1420805343;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3195;1260;1266;1264;1263;1261
4;1420805343;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1258;0;3155;1258;1264;1263;1261;1260
1;1420805344;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4069;1255;1258;1257;1256;1254
2;1420805344;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;3927;1254;1257;1256;1254;1253
3;1420805344;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3195;1261;1266;1264;1263;1261
4;1420805344;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1258;0;3155;1260;1264;1263;1261;1260
1;1420805345;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4069;1101;1258;1257;1256;1254
2;1420805345;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;3927;1190;1257;1256;1254;1253
3;1420805345;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3195;1061;1266;1264;1263;1261
4;1420805345;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1258;0;3155;1183;1264;1263;1261;1260
1;1420805346;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4069;1102;1258;1257;1256;1254
2;1420805346;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;3927;1190;1257;1256;1254;1253
3;1420805346;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3195;1062;1266;1264;1263;1261
4;1420805346;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1258;0;3155;1182;1264;1263;1261;1260
1;1420805347;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4069;1104;1258;1257;1256;1254
2;1420805347;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;3927;1189;1257;1256;1254;1253
3;1420805347;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3195;1062;1266;1264;1263;1261
4;1420805347;'CHK';'Discharge';'1500-2200 mAh';0;2;0;736;0;1258;0;3155;1182;1264;1263;1261;1260
1;1420805348;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4240;1105;1258;1257;1256;1254
2;1420805348;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;4112;1189;1257;1256;1254;1253
3;1420805348;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3359;1062;1266;1264;1263;1261
4;1420805348;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1258;0;3338;1181;1264;1263;1261;1260
1;1420805349;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4240;1104;1258;1257;1256;1254
2;1420805349;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;4112;1189;1257;1256;1254;1253
3;1420805349;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3359;1062;1266;1264;1263;1261
4;1420805349;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1258;0;3338;1181;1264;1263;1261;1260
1;1420805350;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4240;1102;1258;1257;1256;1254
2;1420805350;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;4112;1189;1257;1256;1254;1253
3;1420805350;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3359;1062;1266;1264;1263;1261
4;1420805350;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1258;0;3338;1180;1264;1263;1261;1260
1;1420805351;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1253;0;4240;1101;1258;1257;1256;1254
2;1420805351;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1252;0;4112;1188;1257;1256;1254;1253
3;1420805351;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1260;0;3359;1062;1266;1264;1263;1261
4;1420805351;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1258;0;3338;1180;1264;1263;1261;1260
1;1420805352;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1252;0;4240;1252;1257;1256;1254;1253
2;1420805352;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1251;0;4112;1251;1256;1254;1253;1252
3;1420805352;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3359;1258;1264;1263;1261;1260
4;1420805352;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3338;1257;1263;1261;1260;1258
1;1420805353;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1252;0;4240;1253;1257;1256;1254;1253
2;1420805353;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1251;0;4112;1252;1256;1254;1253;1252
3;1420805353;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3359;1260;1264;1263;1261;1260
4;1420805353;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3338;1259;1263;1261;1260;1258
1;1420805354;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1252;0;4240;1099;1257;1256;1254;1253
2;1420805354;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1251;0;4112;1189;1256;1254;1253;1252
3;1420805354;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3359;1063;1264;1263;1261;1260
4;1420805354;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3338;1180;1263;1261;1260;1258
1;1420805355;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1252;0;4240;1100;1257;1256;1254;1253
2;1420805355;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1251;0;4112;1189;1256;1254;1253;1252
3;1420805355;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3359;1063;1264;1263;1261;1260
4;1420805355;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3338;1179;1263;1261;1260;1258
1;1420805356;'CHK';'Discharge';'1500-2200 mAh';0;3;0;684;0;1252;0;4240;1100;1257;1256;1254;1253
2;1420805356;'CHK';'Discharge';'1500-2200 mAh';0;3;0;740;0;1251;0;4112;1188;1256;1254;1253;1252
3;1420805356;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3359;1063;1264;1263;1261;1260
4;1420805356;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3338;1179;1263;1261;1260;1258
1;1420805357;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1252;0;4410;1099;1257;1256;1254;1253
2;1420805357;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1251;0;4296;1188;1256;1254;1253;1252
3;1420805357;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3523;1063;1264;1263;1261;1260
4;1420805357;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3521;1178;1263;1261;1260;1258
1;1420805358;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1252;0;4410;1099;1257;1256;1254;1253
2;1420805358;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1251;0;4296;1188;1256;1254;1253;1252
3;1420805358;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3523;1063;1264;1263;1261;1260
4;1420805358;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3521;1178;1263;1261;1260;1258
1;1420805359;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1252;0;4410;1099;1257;1256;1254;1253
2;1420805359;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1251;0;4296;1188;1256;1254;1253;1252
3;1420805359;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3523;1063;1264;1263;1261;1260
4;1420805359;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3521;1178;1263;1261;1260;1258
1;1420805360;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1252;0;4410;1099;1257;1256;1254;1253
2;1420805360;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1251;0;4296;1187;1256;1254;1253;1252
3;1420805360;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1258;0;3523;1063;1264;1263;1261;1260
4;1420805360;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1257;0;3521;1177;1263;1261;1260;1258
1;1420805361;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4410;1251;1256;1254;1253;1252
2;1420805361;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4296;1250;1254;1253;1252;1251
3;1420805361;'CHK';'Discharge';'1500-2200 mAh';0;2;0;656;0;1257;0;3523;1257;1263;1261;1260;1258
4;1420805361;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1256;0;3521;1256;1261;1260;1258;1257
1;1420805362;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4410;1252;1256;1254;1253;1252
2;1420805362;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4296;1251;1254;1253;1252;1251
3;1420805362;'CHK';'Discharge';'1500-2200 mAh';0;3;0;656;0;1257;0;3523;1259;1263;1261;1260;1258
4;1420805362;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1256;0;3521;1257;1261;1260;1258;1257
1;1420805363;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4410;1098;1256;1254;1253;1252
2;1420805363;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4296;1188;1254;1253;1252;1251
3;1420805363;'CHK';'Discharge';'1500-2200 mAh';0;3;0;656;0;1257;0;3523;1064;1263;1261;1260;1258
4;1420805363;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1256;0;3521;1176;1261;1260;1258;1257
1;1420805364;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4410;1099;1256;1254;1253;1252
2;1420805364;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4296;1188;1254;1253;1252;1251
3;1420805364;'CHK';'Discharge';'1500-2200 mAh';0;3;0;656;0;1257;0;3523;1064;1263;1261;1260;1258
4;1420805364;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1256;0;3521;1176;1261;1260;1258;1257
1;1420805365;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4410;1099;1256;1254;1253;1252
2;1420805365;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4296;1187;1254;1253;1252;1251
3;1420805365;'CHK';'Discharge';'1500-2200 mAh';0;3;0;656;0;1257;0;3523;1064;1263;1261;1260;1258
4;1420805365;'CHK';'Discharge';'1500-2200 mAh';0;2;0;732;0;1256;0;3521;1175;1261;1260;1258;1257
1;1420805366;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4580;1099;1256;1254;1253;1252
2;1420805366;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4480;1187;1254;1253;1252;1251
3;1420805366;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1064;1263;1261;1260;1258
4;1420805366;'CHK';'Discharge';'1500-2200 mAh';0;2;0;728;0;1256;0;3703;1174;1261;1260;1258;1257
1;1420805367;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4580;1098;1256;1254;1253;1252
2;1420805367;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4480;1187;1254;1253;1252;1251
3;1420805367;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1064;1263;1261;1260;1258
4;1420805367;'CHK';'Discharge';'1500-2200 mAh';0;2;0;728;0;1256;0;3703;1171;1261;1260;1258;1257
1;1420805368;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4580;1097;1256;1254;1253;1252
2;1420805368;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4480;1187;1254;1253;1252;1251
3;1420805368;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1065;1263;1261;1260;1258
4;1420805368;'CHK';'Discharge';'1500-2200 mAh';0;2;0;728;0;1256;0;3703;1169;1261;1260;1258;1257
1;1420805369;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1251;0;4580;1097;1256;1254;1253;1252
2;1420805369;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1250;0;4480;1186;1254;1253;1252;1251
3;1420805369;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1065;1263;1261;1260;1258
4;1420805369;'CHK';'Discharge';'1500-2200 mAh';0;2;0;728;0;1256;0;3703;1165;1261;1260;1258;1257
1;1420805370;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4580;1250;1254;1253;1252;1251
2;1420805370;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4480;1249;1253;1252;1251;1250
3;1420805370;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1257;1261;1260;1258;1257
4;1420805370;'CHK';'Discharge';'1500-2200 mAh';0;2;0;728;0;1255;0;3703;1255;1260;1258;1257;1256
1;1420805371;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4580;1251;1254;1253;1252;1251
2;1420805371;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4480;1250;1253;1252;1251;1250
3;1420805371;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1258;1261;1260;1258;1257
4;1420805371;'CHK';'Discharge';'1500-2200 mAh';0;3;0;728;0;1255;0;3703;1256;1260;1258;1257;1256
1;1420805372;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4580;1096;1254;1253;1252;1251
2;1420805372;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4480;1187;1253;1252;1251;1250
3;1420805372;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1065;1261;1260;1258;1257
4;1420805372;'CHK';'Discharge';'1500-2200 mAh';0;3;0;728;0;1255;0;3703;1138;1260;1258;1257;1256
1;1420805373;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4580;1095;1254;1253;1252;1251
2;1420805373;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4480;1186;1253;1252;1251;1250
3;1420805373;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1066;1261;1260;1258;1257
4;1420805373;'CHK';'Discharge';'1500-2200 mAh';0;3;0;728;0;1255;0;3703;1135;1260;1258;1257;1256
1;1420805374;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4580;1095;1254;1253;1252;1251
2;1420805374;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4480;1186;1253;1252;1251;1250
3;1420805374;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3688;1066;1261;1260;1258;1257
4;1420805374;'CHK';'Discharge';'1500-2200 mAh';0;3;0;728;0;1255;0;3703;1135;1260;1258;1257;1256
1;1420805375;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4750;1095;1254;1253;1252;1251
2;1420805375;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4664;1186;1253;1252;1251;1250
3;1420805375;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3853;1066;1261;1260;1258;1257
4;1420805375;'CHK';'Discharge';'1500-2200 mAh';0;3;0;704;0;1255;0;3879;1135;1260;1258;1257;1256
1;1420805376;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4750;1095;1254;1253;1252;1251
2;1420805376;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4664;1185;1253;1252;1251;1250
3;1420805376;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3853;1066;1261;1260;1258;1257
4;1420805376;'CHK';'Discharge';'1500-2200 mAh';0;3;0;704;0;1255;0;3879;1135;1260;1258;1257;1256
1;1420805377;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4750;1096;1254;1253;1252;1251
2;1420805377;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4664;1185;1253;1252;1251;1250
3;1420805377;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3853;1066;1261;1260;1258;1257
4;1420805377;'CHK';'Discharge';'1500-2200 mAh';0;3;0;704;0;1255;0;3879;1135;1260;1258;1257;1256
1;1420805378;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1250;0;4750;1097;1254;1253;1252;1251
2;1420805378;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1249;0;4664;1185;1253;1252;1251;1250
3;1420805378;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1257;0;3853;1066;1261;1260;1258;1257
4;1420805378;'CHK';'Discharge';'1500-2200 mAh';0;3;0;704;0;1255;0;3879;1135;1260;1258;1257;1256
1;1420805379;'CHK';'Discharge';'1500-2200 mAh';0;3;0;680;0;1249;0;4750;1249;1253;1252;1251;1250
2;1420805379;'CHK';'Discharge';'1500-2200 mAh';0;3;0;736;0;1247;0;4664;1247;1252;1251;1250;1249
3;1420805379;'CHK';'Discharge';'1500-2200 mAh';0;3;0;660;0;1256;0;3853;1256;1260;1258;1257;1257
4;1420805379;'CHK';'Discharge';'1500-2200 mAh';0;3;0;704;0;1253;0;3879;1253;1258;1257;1256;1255
1;1420805380;'CHK';'Discharge';'1500-2200 mAh';0;4;0;680;0;1249;0;4750;1251;1253;1252;1251;1250
